state,district,market,query_address,reason
Chattisgarh,Janjgir,Jaijaipur APMC,"Chattisgarh, Janjgir, Jaijaipur APMC mandi",geoapify_failed
Chattisgarh,Janjgir,Kotmi APMC,"Chattisgarh, Janjgir, Kotmi APMC mandi",geoapify_failed
Chattisgarh,Janjgir,Naila APMC,"Chattisgarh, Janjgir, Naila APMC mandi",geoapify_failed
Chattisgarh,Janjgir,Rahod APMC,"Chattisgarh, Janjgir, Rahod APMC mandi",geoapify_failed
Chattisgarh,Janjgir,Sapti APMC,"Chattisgarh, Janjgir, Sapti APMC mandi",geoapify_failed
Chattisgarh,Janjgir,Shakti APMC,"Chattisgarh, Janjgir, Shakti APMC mandi",geoapify_failed
Chattisgarh,Janjgir,Shivrinarayanpur APMC,"Chattisgarh, Janjgir, Shivrinarayanpur APMC mandi",geoapify_failed
Chattisgarh,Jashpur,Bageecha APMC,"Chattisgarh, Jashpur, Bageecha APMC mandi",geoapify_failed
Chattisgarh,Jashpur,Jaspur APMC,"Chattisgarh, Jashpur, Jaspur APMC mandi",geoapify_failed
Chattisgarh,Jashpur,Kotba APMC,"Chattisgarh, Jashpur, Kotba APMC mandi",geoapify_failed
Chattisgarh,Jashpur,Kunkuri APMC,"Chattisgarh, Jashpur, Kunkuri APMC mandi",geoapify_failed
Chattisgarh,Jashpur,Mahuyatoli APMC,"Chattisgarh, Jashpur, Mahuyatoli APMC mandi",geoapify_failed
Chattisgarh,Kabirdham,Kunda APMC,"Chattisgarh, Kabirdham, Kunda APMC mandi",geoapify_failed
Chattisgarh,Kabirdham,Pipriya APMC,"Chattisgarh, Kabirdham, Pipriya APMC mandi",geoapify_failed
Chattisgarh,Kanker,Amoda APMC,"Chattisgarh, Kanker, Amoda APMC mandi",geoapify_failed
Chattisgarh,Kondagaon,Hirapur APMC,"Chattisgarh, Kondagaon, Hirapur APMC mandi",geoapify_failed
Chattisgarh,Korba,Kathghora(Kharmora) APMC,"Chattisgarh, Korba, Kathghora(Kharmora) APMC mandi",geoapify_failed
Chattisgarh,Koria,Manendragarh APMC,"Chattisgarh, Koria, Manendragarh APMC mandi",geoapify_failed
Chattisgarh,Raigarh,Chikhli APMC,"Chattisgarh, Raigarh, Chikhli APMC mandi",geoapify_failed
Chattisgarh,Raigarh,Kedar APMC,"Chattisgarh, Raigarh, Kedar APMC mandi",geoapify_failed
Chattisgarh,Raigarh,Pusor APMC,"Chattisgarh, Raigarh, Pusor APMC mandi",geoapify_failed
Chattisgarh,Raipur,Navagaon APMC,"Chattisgarh, Raipur, Navagaon APMC mandi",geoapify_failed
Chattisgarh,Rajnandgaon,Gandai APMC,"Chattisgarh, Rajnandgaon, Gandai APMC mandi",geoapify_failed
Chattisgarh,Sukma,Doranpal APMC,"Chattisgarh, Sukma, Doranpal APMC mandi",failed
Chattisgarh,Sukma,Konta APMC,"Chattisgarh, Sukma, Konta APMC mandi",failed
Chattisgarh,Sukma,Kukanar APMC,"Chattisgarh, Sukma, Kukanar APMC mandi",failed
Chattisgarh,Sukma,Sukma APMC,"Chattisgarh, Sukma, Sukma APMC mandi",failed
Chattisgarh,Surguja,Ambikapur APMC,"Chattisgarh, Surguja, Ambikapur APMC mandi",failed
Chattisgarh,Surguja,Kakni APMC,"Chattisgarh, Surguja, Kakni APMC mandi",failed
Chattisgarh,Surguja,Udaypur APMC,"Chattisgarh, Surguja, Udaypur APMC mandi",failed
Daman and Diu,Daman,Diu APMC,"Daman and Diu, Daman, Diu APMC mandi",failed
Goa,South Goa,Canacona APMC,"Goa, South Goa, Canacona APMC mandi",failed
Goa,South Goa,Ponda APMC,"Goa, South Goa, Ponda APMC mandi",failed
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,"Gujarat, Ahmedabad, Ahmedabad(Chimanbhai Patal Market Vasana) APMC mandi",failed
Gujarat,Ahmedabad,Dholka(Koth) APMC,"Gujarat, Ahmedabad, Dholka(Koth) APMC mandi",failed
Gujarat,Ahmedabad,Dholka(Market Yard Veg) APMC,"Gujarat, Ahmedabad, Dholka(Market Yard Veg) APMC mandi",failed
Gujarat,Ahmedabad,Ranpur APMC,"Gujarat, Ahmedabad, Ranpur APMC mandi",failed
Gujarat,Ahmedabad,Sanad APMC,"Gujarat, Ahmedabad, Sanad APMC mandi",failed
Gujarat,Ahmedabad,Viramgam APMC,"Gujarat, Ahmedabad, Viramgam APMC mandi",failed
Gujarat,Amreli,Amreli APMC,"Gujarat, Amreli, Amreli APMC mandi",failed
Gujarat,Amreli,Babra APMC,"Gujarat, Amreli, Babra APMC mandi",failed
Gujarat,Amreli,Dhari(Chalala) APMC,"Gujarat, Amreli, Dhari(Chalala) APMC mandi",failed
Gujarat,Anand,Khambhat(Grain Market) APMC,"Gujarat, Anand, Khambhat(Grain Market) APMC mandi",failed
Gujarat,Anand,Khambhat(Veg Yard Khambhat) APMC,"Gujarat, Anand, Khambhat(Veg Yard Khambhat) APMC mandi",failed
Gujarat,Banaskanth,Danta APMC,"Gujarat, Banaskanth, Danta APMC mandi",failed
Gujarat,Banaskanth,Thara APMC,"Gujarat, Banaskanth, Thara APMC mandi",failed
Gujarat,Banaskanth,Vav APMC,"Gujarat, Banaskanth, Vav APMC mandi",failed
Gujarat,Bharuch,Amod APMC,"Gujarat, Bharuch, Amod APMC mandi",failed
Gujarat,Bharuch,Ankleshwar APMC,"Gujarat, Bharuch, Ankleshwar APMC mandi",failed
Gujarat,Bhavnagar,Gariyadar APMC,"Gujarat, Bhavnagar, Gariyadar APMC mandi",failed
Gujarat,Bhavnagar,Mahuva(Station Road) APMC,"Gujarat, Bhavnagar, Mahuva(Station Road) APMC mandi",failed
Gujarat,Bhavnagar,Palitana APMC,"Gujarat, Bhavnagar, Palitana APMC mandi",failed
Gujarat,Bhavnagar,Taleja APMC,"Gujarat, Bhavnagar, Taleja APMC mandi",failed
Gujarat,Botad,Botad APMC,"Gujarat, Botad, Botad APMC mandi",failed
Gujarat,Dahod,Zalod(Sanjeli) APMC,"Gujarat, Dahod, Zalod(Sanjeli) APMC mandi",failed
Gujarat,Junagarh,Kodinar(Dollasa) APMC,"Gujarat, Junagarh, Kodinar(Dollasa) APMC mandi",failed
Gujarat,Kheda,Kheda APMC,"Gujarat, Kheda, Kheda APMC mandi",failed
Gujarat,Mehsana,Unava APMC,"Gujarat, Mehsana, Unava APMC mandi",failed
Gujarat,Sabarkantha,Prantij APMC,"Gujarat, Sabarkantha, Prantij APMC mandi",failed
Gujarat,Sabarkantha,Vadali APMC,"Gujarat, Sabarkantha, Vadali APMC mandi",failed
Gujarat,Surat,Mahuva(Anaval) APMC,"Gujarat, Surat, Mahuva(Anaval) APMC mandi",failed
Gujarat,Surat,Mandvi APMC,"Gujarat, Surat, Mandvi APMC mandi",failed
Gujarat,Surat,Mandvi(Amba Paradi) APMC,"Gujarat, Surat, Mandvi(Amba Paradi) APMC mandi",failed
Gujarat,Surat,Nizar APMC,"Gujarat, Surat, Nizar APMC mandi",failed
Gujarat,Surat,Songadh APMC,"Gujarat, Surat, Songadh APMC mandi",failed
Gujarat,Surendranagar,Chotila APMC,"Gujarat, Surendranagar, Chotila APMC mandi",failed
Gujarat,Surendranagar,Muli APMC,"Gujarat, Surendranagar, Muli APMC mandi",failed
Gujarat,The Dangs,Ahwa-Dang APMC,"Gujarat, The Dangs, Ahwa-Dang APMC mandi",failed
Gujarat,Vadodara(Baroda),Chhota Udaipur APMC,"Gujarat, Vadodara(Baroda), Chhota Udaipur APMC mandi",failed
Gujarat,Vadodara(Baroda),Kawant APMC,"Gujarat, Vadodara(Baroda), Kawant APMC mandi",failed
Gujarat,Vadodara(Baroda),Vadodara APMC,"Gujarat, Vadodara(Baroda), Vadodara APMC mandi",failed
Gujarat,Vadodara(Baroda),Vadodara(Navapura) APMC,"Gujarat, Vadodara(Baroda), Vadodara(Navapura) APMC mandi",failed
Gujarat,Valsad,Dharampur(veg) APMC,"Gujarat, Valsad, Dharampur(veg) APMC mandi",failed
Gujarat,Valsad,Valsad APMC,"Gujarat, Valsad, Valsad APMC mandi",failed
Haryana,Ambala,Mullana APMC,"Haryana, Ambala, Mullana APMC mandi",failed
Haryana,Ambala,Mullana(saha) APMC,"Haryana, Ambala, Mullana(saha) APMC mandi",failed
Haryana,Hissar,Adampur(Agroha) APMC,"Haryana, Hissar, Adampur(Agroha) APMC mandi",failed
Haryana,Kaithal,Kaithal APMC,"Haryana, Kaithal, Kaithal APMC mandi",failed
Haryana,Mewat,Tauru APMC,"Haryana, Mewat, Tauru APMC mandi",failed
Haryana,Palwal,Hassanpur APMC,"Haryana, Palwal, Hassanpur APMC mandi",failed
Haryana,Palwal,Hodal APMC,"Haryana, Palwal, Hodal APMC mandi",failed
Haryana,Panchkula,"New Grain Market , Panchkula APMC","Haryana, Panchkula, New Grain Market , Panchkula APMC mandi",failed
Haryana,Panipat,Israna APMC,"Haryana, Panipat, Israna APMC mandi",failed
Haryana,Sirsa,Sirsa APMC,"Haryana, Sirsa, Sirsa APMC mandi",failed
Haryana,Sonipat,Ganaur APMC,"Haryana, Sonipat, Ganaur APMC mandi",failed
Haryana,Yamuna Nagar,Yamuna Nagar APMC,"Haryana, Yamuna Nagar, Yamuna Nagar APMC mandi",failed
Himachal Pradesh,Chamba,PMY Chamba,"Himachal Pradesh, Chamba, PMY Chamba mandi",failed
Himachal Pradesh,Hamirpur,PMY Hamirpur,"Himachal Pradesh, Hamirpur, PMY Hamirpur mandi",failed
Himachal Pradesh,Hamirpur,SMY Nadaun,"Himachal Pradesh, Hamirpur, SMY Nadaun mandi",failed
Himachal Pradesh,Kangra,SMY Jassur,"Himachal Pradesh, Kangra, SMY Jassur mandi",failed
Himachal Pradesh,Kangra,SMY Jwalaji,"Himachal Pradesh, Kangra, SMY Jwalaji mandi",failed
Himachal Pradesh,Kangra,SMY Nagrota Bagwan,"Himachal Pradesh, Kangra, SMY Nagrota Bagwan mandi",failed
Himachal Pradesh,Kullu,PMY Kullu,"Himachal Pradesh, Kullu, PMY Kullu mandi",failed
Himachal Pradesh,Kullu,SMY Bandrol,"Himachal Pradesh, Kullu, SMY Bandrol mandi",failed
Himachal Pradesh,Kullu,SMY Banjar,"Himachal Pradesh, Kullu, SMY Banjar mandi",failed
Himachal Pradesh,Kullu,SMY Khegsu,"Himachal Pradesh, Kullu, SMY Khegsu mandi",failed
Himachal Pradesh,Mandi,SMY Jogindernagar,"Himachal Pradesh, Mandi, SMY Jogindernagar mandi",failed
Himachal Pradesh,Shimla,SMY Mehndli,"Himachal Pradesh, Shimla, SMY Mehndli mandi",failed
Himachal Pradesh,Una,PMY Una,"Himachal Pradesh, Una, PMY Una mandi",failed
Jammu and Kashmir,Pulwama,Prichoo APMC,"Jammu and Kashmir, Pulwama, Prichoo APMC mandi",failed
Jammu and Kashmir,Shopian,Shopian APMC,"Jammu and Kashmir, Shopian, Shopian APMC mandi",failed
Jharkhand,Chatra,Chatra APMC,"Jharkhand, Chatra, Chatra APMC mandi",failed
Jharkhand,Deogarh,Deoghar APMC,"Jharkhand, Deogarh, Deoghar APMC mandi",failed
Jharkhand,Dumka,Dumka APMC,"Jharkhand, Dumka, Dumka APMC mandi",failed
Jharkhand,Godda,Godda APMC,"Jharkhand, Godda, Godda APMC mandi",failed
Karnataka,Bagalkot,Bagalkot(Bilagi) APMC,"Karnataka, Bagalkot, Bagalkot(Bilagi) APMC mandi",failed
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore APMC","Karnataka, Bangalore, Binny Mill (F&V), Bangalore APMC mandi",failed
Karnataka,Bangalore,Channapatana APMC,"Karnataka, Bangalore, Channapatana APMC mandi",failed
Karnataka,Bangalore,Hoskote APMC,"Karnataka, Bangalore, Hoskote APMC mandi",failed
Karnataka,Belgaum,Athani APMC,"Karnataka, Belgaum, Athani APMC mandi",failed
Karnataka,Belgaum,Kudchi APMC,"Karnataka, Belgaum, Kudchi APMC mandi",failed
Karnataka,Bellary,Kottur APMC,"Karnataka, Bellary, Kottur APMC mandi",failed
Karnataka,Bellary,Sandur APMC,"Karnataka, Bellary, Sandur APMC mandi",failed
Karnataka,Bidar,Basava Kalayana APMC,"Karnataka, Bidar, Basava Kalayana APMC mandi",failed
Karnataka,Bidar,Bhalki APMC,"Karnataka, Bidar, Bhalki APMC mandi",failed
Karnataka,Bijapur,Sindagi APMC,"Karnataka, Bijapur, Sindagi APMC mandi",failed
Karnataka,Bijapur,Sindagi(Indi) APMC,"Karnataka, Bijapur, Sindagi(Indi) APMC mandi",failed
Karnataka,Bijapur,Sindagi(chadachan) APMC,"Karnataka, Bijapur, Sindagi(chadachan) APMC mandi",failed
Karnataka,Dharwad,Hubli (Amaragol) APMC,"Karnataka, Dharwad, Hubli (Amaragol) APMC mandi",failed
Karnataka,Dharwad,Kalagategi APMC,"Karnataka, Dharwad, Kalagategi APMC mandi",failed
Karnataka,Karwar(Uttar Kannad),Honnavar APMC,"Karnataka, Karwar(Uttar Kannad), Honnavar APMC mandi",failed
Karnataka,Kolar,Chickkaballapura APMC,"Karnataka, Kolar, Chickkaballapura APMC mandi",failed
Karnataka,Kolar,Gowribidanoor APMC,"Karnataka, Kolar, Gowribidanoor APMC mandi",failed
Karnataka,Koppal,Koppal APMC,"Karnataka, Koppal, Koppal APMC mandi",failed
Karnataka,Koppal,Kustagi APMC,"Karnataka, Koppal, Kustagi APMC mandi",failed
Karnataka,Madikeri(Kodagu),Somvarpet APMC,"Karnataka, Madikeri(Kodagu), Somvarpet APMC mandi",failed
Karnataka,Mandya,Maddur APMC,"Karnataka, Mandya, Maddur APMC mandi",failed
Karnataka,Mandya,Malavalli APMC,"Karnataka, Mandya, Malavalli APMC mandi",failed
Karnataka,Mandya,Mandya APMC,"Karnataka, Mandya, Mandya APMC mandi",failed
Karnataka,Mandya,Nagamangala APMC,"Karnataka, Mandya, Nagamangala APMC mandi",failed
Karnataka,Mandya,Pandavapura APMC,"Karnataka, Mandya, Pandavapura APMC mandi",failed
Karnataka,Mandya,Srirangapattana APMC,"Karnataka, Mandya, Srirangapattana APMC mandi",failed
Karnataka,Mangalore(Dakshin Kannad),Sulya APMC,"Karnataka, Mangalore(Dakshin Kannad), Sulya APMC mandi",failed
Karnataka,Mysore,Mysore (Bandipalya) APMC,"Karnataka, Mysore, Mysore (Bandipalya) APMC mandi",failed
Karnataka,Mysore,Nanjangud APMC,"Karnataka, Mysore, Nanjangud APMC mandi",failed
Karnataka,Raichur,Devadurga APMC,"Karnataka, Raichur, Devadurga APMC mandi",failed
Karnataka,Raichur,Lingasugur APMC,"Karnataka, Raichur, Lingasugur APMC mandi",failed
Karnataka,Raichur,Manvi APMC,"Karnataka, Raichur, Manvi APMC mandi",failed
Karnataka,Raichur,Raichur APMC,"Karnataka, Raichur, Raichur APMC mandi",failed
Karnataka,Raichur,Sindhanur APMC,"Karnataka, Raichur, Sindhanur APMC mandi",failed
Karnataka,Ramanagar,Ramanagar APMC,"Karnataka, Ramanagar, Ramanagar APMC mandi",failed
Kerala,Alappuzha,Harippad APMC,"Kerala, Alappuzha, Harippad APMC mandi",failed
Kerala,Ernakulam,Broadway market APMC,"Kerala, Ernakulam, Broadway market APMC mandi",failed
Kerala,Pathanamthitta,Ezhamkulam VFPCK APMC,"Kerala, Pathanamthitta, Ezhamkulam VFPCK APMC mandi",failed
Kerala,Pathanamthitta,Pandalam VFPCK APMC,"Kerala, Pathanamthitta, Pandalam VFPCK APMC mandi",failed
Kerala,Pathanamthitta,Parakkodu APMC,"Kerala, Pathanamthitta, Parakkodu APMC mandi",failed
Kerala,Pathanamthitta,Pramadom VFPCK APMC,"Kerala, Pathanamthitta, Pramadom VFPCK APMC mandi",failed
Kerala,Thiruvananthapuram,Aralamoodu APMC,"Kerala, Thiruvananthapuram, Aralamoodu APMC mandi",failed
Madhya Pradesh,Anupur,Anuppur APMC,"Madhya Pradesh, Anupur, Anuppur APMC mandi",failed
Maharashtra,Ahmednagar,Prasanna Krushi Market APMC,"Maharashtra, Ahmednagar, Prasanna Krushi Market APMC mandi",failed
Maharashtra,Ahmednagar,Shree Sairaj Krushi Market APMC,"Maharashtra, Ahmednagar, Shree Sairaj Krushi Market APMC mandi",failed
Maharashtra,Akola,Late Vasantraoji Dandale Khajgi Krushi Bazar APMC,"Maharashtra, Akola, Late Vasantraoji Dandale Khajgi Krushi Bazar APMC mandi",failed
Maharashtra,Amarawati,Shetkari Khushi Bazar APMC,"Maharashtra, Amarawati, Shetkari Khushi Bazar APMC mandi",failed
Maharashtra,Beed,Kai Madhavrao Pawar Khajgi Krushi Utappan Bazar Sa APMC,"Maharashtra, Beed, Kai Madhavrao Pawar Khajgi Krushi Utappan Bazar Sa APMC mandi",failed
Maharashtra,Buldhana,BSK Krishi Bazar Private Ltd APMC,"Maharashtra, Buldhana, BSK Krishi Bazar Private Ltd APMC mandi",failed
Maharashtra,Buldhana,Deulgaon Raja Balaji Agro Marketing Private Market APMC,"Maharashtra, Buldhana, Deulgaon Raja Balaji Agro Marketing Private Market APMC mandi",failed
Maharashtra,Buldhana,Jaykissan Krushi Uttpan Khajgi Bazar APMC,"Maharashtra, Buldhana, Jaykissan Krushi Uttpan Khajgi Bazar APMC mandi",failed
Maharashtra,Buldhana,Maharaja Agresen Private Krushi Utappan Bazar Sama APMC,"Maharashtra, Buldhana, Maharaja Agresen Private Krushi Utappan Bazar Sama APMC mandi",failed
Maharashtra,Chattrapati Sambhajinagar,Bhagyoday Cotton and Agri Market APMC,"Maharashtra, Chattrapati Sambhajinagar, Bhagyoday Cotton and Agri Market APMC mandi",failed
Maharashtra,Chattrapati Sambhajinagar,Kisan Seva Private Market APMC,"Maharashtra, Chattrapati Sambhajinagar, Kisan Seva Private Market APMC mandi",failed
Maharashtra,Chattrapati Sambhajinagar,Lasur Station APMC,"Maharashtra, Chattrapati Sambhajinagar, Lasur Station APMC mandi",failed
Maharashtra,Dhule,Dondaicha(Sindhkheda) APMC,"Maharashtra, Dhule, Dondaicha(Sindhkheda) APMC mandi",failed
Maharashtra,Dhule,Janata Agri Market (DLS Agro Infrastructure Pvt Lt APMC,"Maharashtra, Dhule, Janata Agri Market (DLS Agro Infrastructure Pvt Lt APMC mandi",failed
