t,market_id,market_name,district_name,variety,p_min,p_max,p_modal,clean_market,match_score,latitude,longitude,t2m_mean,t2m_max,t2m_min,d2m_mean,precip_sum_mm,wind_speed_mean
2017-12-11,241,Muktsar,Muktsar,Nasik,2000.0,2800.0,2500,MUKTSAR,100.0,30.4721,74.5073,15.155914306640625,17.091217041015625,13.691558837890625,11.959762573242188,35.51116180419922,2.380307674407959
2017-12-11,243,Patiala,Patiala,Local,2500.0,3500.0,3000,PATIALA,100.0,30.2229,76.0863,15.475250244140625,17.226959228515625,13.964996337890625,11.516891479492188,18.77743148803711,2.461413621902466
2017-12-11,244,Patran,Patiala,Other,2700.0,3200.0,3000,PATRAN,100.0,29.9499,76.0564,15.837554931640625,18.158599853515625,13.621246337890625,11.609176635742188,14.505611419677734,2.4564521312713623
2017-12-11,624,Patti,Tarn Taran,Other,2800.0,3500.0,3200,PATTI,100.0,31.2737,74.8493,14.323394775390625,15.504302978515625,13.107574462890625,10.800094604492188,23.89712905883789,2.3680636882781982
2017-12-11,638,Raikot,Ludhiana,Other,4000.0,4400.0,4200,RAIKOT,100.0,30.6516,75.6049,14.448883056640625,15.632232666015625,13.632965087890625,11.269821166992188,31.023773193359375,2.3920133113861084
2017-12-12,1589,Adampur,Jalandhar,Other,3000.0,3500.0,3500,ADAMPUR,100.0,31.4254,75.72,13.881622314453125,15.508209228515625,11.214019775390625,12.625640869140625,46.319801330566406,2.1803297996520996
2017-12-12,239,Baghapurana,Moga,Other,3500.0,4000.0,3800,BAGHAPURANA,95.65217391304348,30.6815,75.0867,14.566192626953125,17.533599853515625,9.575347900390625,10.680328369140625,16.877880096435547,1.870721697807312
2017-12-12,1607,Balachaur,Shahid Bhagat Singh Nagar,Other,3400.0,3600.0,3500,BALACHAUR,100.0,31.0647,76.3078,14.191192626953125,16.373443603515625,11.962066650390625,12.419097900390625,47.541465759277344,2.675278902053833
2017-12-12,1608,Banga,Shahid Bhagat Singh Nagar,Other,2700.0,3500.0,3000,BANGA,100.0,31.1875,75.9828,14.262969970703125,16.422271728515625,11.965972900390625,12.817535400390625,45.102317810058594,2.286370277404785
2017-12-12,1618,Bassi Pathana,Fatehgarh Sahib,Medium,3500.0,4000.0,3800,BASSI PATHANA,100.0,30.67,76.43,14.583770751953125,17.090240478515625,11.964019775390625,12.929840087890625,33.79567337036133,2.546550750732422
2017-12-12,233,Batala,Gurdaspur,Other,2700.0,3200.0,3000,BATALA,100.0,31.8235,75.2051,13.589630126953125,14.975738525390625,11.173004150390625,12.535308837890625,50.959434509277344,2.1851651668548584
2017-12-12,1732,Bhagta Bhai Ka,Bathinda,Other,3800.0,4120.0,4000,BHAGTA BHAI KA,100.0,30.4786,75.095,14.725860595703125,17.701568603515625,10.046051025390625,10.532379150390625,15.234847068786621,1.8561949729919434
2017-12-12,1574,Bhucho,Bathinda,Other,2800.0,3500.0,3000,BHUCHO,100.0,30.2109,75.0942,14.793731689453125,17.924224853515625,10.364410400390625,10.574371337890625,11.666152954101562,1.7880042791366577
2017-12-12,1611,Chamkaur Sahib,Rupnagar,Other,3800.0,4000.0,3850,CHAMKAUR SAHIB,100.0,30.8978,76.404,14.571563720703125,16.935943603515625,12.089019775390625,12.724761962890625,41.87128829956055,2.785331964492798
2017-12-12,1586,Dasuya,Hoshiarpur,Other,3000.0,3500.0,3500,DASUYA,100.0,31.8056,75.6626,13.865509033203125,15.254302978515625,11.409332275390625,12.483551025390625,55.551639556884766,2.637026786804199
2017-12-12,1751,Dera Bassi,Sahibzada Ajit Singh Nagar,Other,3500.0,3700.0,3600,DERA BASSI,100.0,30.6815,75.0867,14.566192626953125,17.533599853515625,9.575347900390625,10.680328369140625,16.877880096435547,1.870721697807312
2017-12-12,1602,Dharamkot,Moga,Other,4000.0,4000.0,4000,DHARAMKOT,100.0,30.9381,75.2304,14.487091064453125,17.209381103515625,9.975738525390625,11.180328369140625,19.658287048339844,1.6826069355010986
2017-12-12,248,Dhuri,Sangrur,Other,3400.0,3600.0,3500,DHURI,100.0,30.37,75.87,14.623809814453125,17.338287353515625,10.936676025390625,12.225738525390625,20.298791885375977,1.7730200290679932
2017-12-12,1582,Dinanagar,Gurdaspur,Other,3200.0,3500.0,3400,DINANAGAR,100.0,32.1347,75.4567,13.865020751953125,15.208160400390625,11.018707275390625,12.094879150390625,65.40460205078125,2.544872283935547
2017-12-12,632,Faridkot,Faridkot,Onion,3100.0,3600.0,3250,FARIDKOT,100.0,30.6844,74.7555,14.566680908203125,17.412506103515625,9.741363525390625,9.993316650390625,13.850424766540527,1.953822135925293
2017-12-12,229,Fazilka,Firozpur,Other,2800.0,3600.0,3200,FAZILKA,100.0,30.4036,74.0341,13.622344970703125,16.926177978515625,9.823394775390625,9.318511962890625,10.201681137084961,1.7256152629852295
2017-12-12,231,Ferozepur Cantt.,Firozpur,Onion,3900.0,4000.0,3950,FEROZEPUR CANTT,100.0,30.9277,74.5968,14.404571533203125,17.318756103515625,9.506988525390625,10.003570556640625,14.625247955322266,1.7597101926803589
2017-12-12,634,Firozepur City,Firozpur,Other,3000.0,3500.0,3250,FIROZEPUR CITY,92.85714285714286,30.9643,74.6262,14.397735595703125,17.293365478515625,9.594879150390625,10.137847900390625,16.88193130493164,1.7155996561050415
2017-12-12,643,Giddarbaha,Muktsar,Onion,3000.0,3300.0,3200,GIDDARBAHA,90.0,30.2033,74.6611,14.521270751953125,17.535552978515625,10.462066650390625,10.225738525390625,13.1904296875,1.7660424709320068
2017-12-12,1591,Goraya,Jalandhar,Other,3000.0,3500.0,3000,GORAYA,100.0,31.128,75.5099,14.434356689453125,16.248443603515625,11.299957275390625,12.732086181640625,35.503334045410156,1.8156135082244873
2017-12-12,235,Guru Har Sahai,Firozpur,Onion,3000.0,3500.0,3500,GURU HAR SAHAI,92.3076923076923,30.7128,74.3932,14.333770751953125,17.363677978515625,9.825347900390625,9.717926025390625,10.884230613708496,1.7945895195007324
2017-12-12,636,Hoshiarpur,Hoshiarpur,Other,2400.0,2800.0,2600,HOSHIARPUR,95.23809523809524,31.5143,75.8951,13.855743408203125,15.795318603515625,11.469879150390625,12.616363525390625,54.88435745239258,2.762866497039795
2017-12-12,238,Jagraon,Ludhiana,Other,3300.0,3500.0,3400,JAGRAON,100.0,30.8047,75.4654,14.620880126953125,17.035552978515625,10.915191650390625,11.834625244140625,22.602659225463867,1.7040743827819824
2017-12-12,1615,Khanauri,Sangrur,Other,950.0,1150.0,1050,KHANAURI,100.0,29.8308,76.1125,15.273712158203125,18.090240478515625,12.397613525390625,11.768218994140625,11.426044464111328,1.7628995180130005
2017-12-12,237,Khanna,Ludhiana,Other,2500.0,3500.0,3000,KHANNA,100.0,30.7104,76.2141,14.469512939453125,16.754302978515625,11.964019775390625,12.927398681640625,32.07830047607422,2.507601261138916
2017-12-12,228,Kotkapura,Faridkot,Nasik,3500.0,4000.0,3700,KOTKAPURA,100.0,30.5845,74.8364,14.604278564453125,17.494537353515625,9.946441650390625,10.033355712890625,16.04216957092285,1.9206362962722778
2017-12-12,822,Lalru,Sahibzada Ajit Singh Nagar,Other,2500.0,3000.0,2500,LALRU,100.0,30.4898,76.8054,14.760528564453125,16.812896728515625,12.048004150390625,12.669097900390625,34.28932189941406,2.8573193550109863
2017-12-12,1598,Machhiwara,Ludhiana,Other,3000.0,3400.0,3300,MACHHIWARA,76.92307692307692,30.9083,76.1906,14.627716064453125,16.900787353515625,12.272613525390625,12.983062744140625,39.88066864013672,2.6705856323242188
2017-12-12,249,Malerkotla,Sangrur,Other,3400.0,3700.0,3550,MALERKOTLA,100.0,30.5177,75.8843,14.663848876953125,17.010162353515625,11.788238525390625,12.521148681640625,23.37928581237793,1.7972955703735352
2017-12-12,242,Malout,Muktsar,Onion,2000.0,3600.0,3000,MALOUT,100.0,30.201,74.4964,14.264434814453125,17.291412353515625,10.378082275390625,9.996734619140625,13.200913429260254,1.7867534160614014
2017-12-12,1737,Mamdot,Firozpur,Other,4000.0,4100.0,4050,MAMDOT,100.0,30.5215,74.2618,14.292266845703125,17.275787353515625,10.469879150390625,9.744781494140625,11.698898315429688,1.9125844240188599
2017-12-12,240,Moga,Moga,Other,2000.0,3800.0,3200,MOGA,100.0,30.8285,75.1568,14.479278564453125,17.359771728515625,9.659332275390625,11.042633056640625,19.327434539794922,1.790531873703003
2017-12-12,823,Morinda,Rupnagar,Other,3900.0,4100.0,4000,MORINDA,100.0,30.8978,76.404,14.571563720703125,16.935943603515625,12.089019775390625,12.724761962890625,41.87128829956055,2.785331964492798
2017-12-12,241,Muktsar,Muktsar,Nasik,2000.0,2800.0,2500,MUKTSAR,100.0,30.4721,74.5073,14.469512939453125,17.430084228515625,10.192535400390625,9.829254150390625,15.756342887878418,1.9439637660980225
2017-12-12,246,Nabha,Patiala,Other,2200.0,3200.0,2600,NABHA,100.0,30.3738,76.1394,14.679473876953125,17.168365478515625,11.792144775390625,12.651519775390625,24.185840606689453,1.9089328050613403
2017-12-12,625,Pathankot,Gurdaspur,Other,2500.0,2800.0,2650,PATHANKOT,100.0,32.26,75.6377,13.088165283203125,14.383209228515625,10.958160400390625,10.521636962890625,74.92630004882812,2.673456907272339
2017-12-12,244,Patran,Patiala,Other,2800.0,3300.0,3000,PATRAN,100.0,29.9499,76.0564,15.310821533203125,18.049224853515625,12.549957275390625,11.891754150390625,11.950265884399414,1.7214456796646118
2017-12-12,624,Patti,Tarn Taran,Other,200.0,600.0,250,PATTI,100.0,31.2737,74.8493,14.444610595703125,16.943756103515625,10.247222900390625,10.936676025390625,18.40717887878418,1.7170453071594238
