t,market_id,market_name,district_name,variety,p_min,p_max,p_modal,clean_market,match_score,latitude,longitude
2019-11-05,632,Faridkot,Faridkot,Onion,6000.0,6000.0,6000,FARIDKOT,100.0,30.6844,74.7555
2019-11-05,1591,Goraya,Jalandhar,Other,3000.0,3000.0,3000,GORAYA,100.0,31.128,75.5099
2019-11-05,626,Gurdaspur,Gurdaspur,Other,3000.0,3500.0,3200,GURDASPUR,100.0,32.05,75.4326
2019-11-05,235,Guru Har Sahai,Firozpur,Onion,2000.0,2500.0,2500,GURU HAR SAHAI,92.3076923076923,30.7128,74.3932
2019-11-05,636,Hoshiarpur,Hoshiarpur,Other,3000.0,4200.0,3500,HOSHIARPUR,95.23809523809524,31.5143,75.8951
2019-11-05,238,Jagraon,Ludhiana,Other,4400.0,5000.0,4800,JAGRAON,100.0,30.8047,75.4654
2019-11-05,230,Jalalabad,Firozpur,Other,3000.0,5000.0,3500,JALALABAD,94.11764705882352,30.6056,74.2492
2019-11-05,1580,Makhu,Firozpur,Other,900.0,1000.0,950,MAKHU,100.0,31.1067,74.9767
2019-11-05,1575,Maur,Bathinda,Other,5000.0,5500.0,5400,MAUR,100.0,30.0747,75.2199
2019-11-05,637,Mukerian,Hoshiarpur,Onion,2500.0,3500.0,3000,MUKERIAN,100.0,31.9503,75.6181
2019-11-05,241,Muktsar,Muktsar,Nasik,3800.0,4200.0,4000,MUKTSAR,100.0,30.4721,74.5073
2019-11-05,1759,Sangrur,Sangrur,Onion,5000.0,5000.0,5000,SANGRUR,100.0,30.2439,75.835
2019-11-05,1581,Zira,Firozpur,Medium,2500.0,3500.0,3000,ZIRA,100.0,30.5738,74.5901
2019-11-06,1589,Adampur,Jalandhar,Other,5000.0,5200.0,5200,ADAMPUR,100.0,31.4254,75.72
2019-11-06,1608,Banga,Shahid Bhagat Singh Nagar,Onion,4588.0,5997.0,4788,BANGA,100.0,31.1875,75.9828
2019-11-06,1606,Bariwala,Muktsar,Other,3800.0,3800.0,3800,BARIWALA,100.0,30.5292,74.6588
2019-11-06,247,Barnala,Barnala,Other,3650.0,4550.0,4100,BARNALA,100.0,30.3732,75.5351
2019-11-06,1618,Bassi Pathana,Fatehgarh Sahib,Onion,6500.0,7500.0,7000,BASSI PATHANA,100.0,30.67,76.43
2019-11-06,629,Bathinda,Bathinda,Other,4000.0,5200.0,5000,BATHINDA,87.5,30.1962,74.9437
2019-11-06,1574,Bhucho,Bathinda,Other,2400.0,2600.0,2500,BHUCHO,100.0,30.2109,75.0942
2019-11-06,1751,Dera Bassi,Sahibzada Ajit Singh Nagar,Other,5000.0,6000.0,5500,DERA BASSI,100.0,30.6815,75.0867
2019-11-06,1584,Dhariwal,Gurdaspur,Other,5700.0,6000.0,5800,DHARIWAL,100.0,31.5497,75.2406
2019-11-06,248,Dhuri,Sangrur,Other,3200.0,4000.0,3500,DHURI,100.0,30.37,75.87
2019-11-06,632,Faridkot,Faridkot,Onion,5000.0,5000.0,5000,FARIDKOT,100.0,30.6844,74.7555
2019-11-06,1591,Goraya,Jalandhar,Other,3000.0,3000.0,3000,GORAYA,100.0,31.128,75.5099
2019-11-06,626,Gurdaspur,Gurdaspur,Other,4000.0,4500.0,4200,GURDASPUR,100.0,32.05,75.4326
2019-11-06,235,Guru Har Sahai,Firozpur,Onion,4200.0,4500.0,4500,GURU HAR SAHAI,92.3076923076923,30.7128,74.3932
2019-11-06,238,Jagraon,Ludhiana,Other,4000.0,5000.0,4400,JAGRAON,100.0,30.8047,75.4654
2019-11-06,230,Jalalabad,Firozpur,Other,5500.0,6000.0,5700,JALALABAD,94.11764705882352,30.6056,74.2492
2019-11-06,822,Lalru,Sahibzada Ajit Singh Nagar,Other,3500.0,4000.0,4000,LALRU,100.0,30.4898,76.8054
2019-11-06,1580,Makhu,Firozpur,Other,900.0,1000.0,950,MAKHU,100.0,31.1067,74.9767
2019-11-06,242,Malout,Muktsar,Onion,4200.0,5000.0,4500,MALOUT,100.0,30.201,74.4964
2019-11-06,1575,Maur,Bathinda,Other,5300.0,5500.0,5400,MAUR,100.0,30.0747,75.2199
2019-11-06,637,Mukerian,Hoshiarpur,Onion,3000.0,4200.0,3600,MUKERIAN,100.0,31.9503,75.6181
2019-11-06,246,Nabha,Patiala,Other,3500.0,5600.0,4900,NABHA,100.0,30.3738,76.1394
2019-11-06,243,Patiala,Patiala,Onion,2500.0,3500.0,3000,PATIALA,100.0,30.2229,76.0863
2019-11-06,624,Patti,Tarn Taran,Other,2000.0,2200.0,2100,PATTI,100.0,31.2737,74.8493
2019-11-06,1610,Rajpura,Patiala,Local,4000.0,4800.0,4400,RAJPURA,100.0,30.4642,76.577
2019-11-06,1773,Rayya,Amritsar,Red,3500.0,3500.0,3500,RAYYA,100.0,31.5024,75.2142
2019-11-06,647,Ropar,Rupnagar,Other,4000.0,5000.0,4500,ROPAR,100.0,30.9505,76.5317
2019-11-06,1600,Sahnewal,Ludhiana,Onion,3800.0,3800.0,3800,SAHNEWAL,100.0,30.8526,75.9881
2019-11-06,1184,Sardulgarh,Mansa,Onion,5000.0,5800.0,5500,SARDULGARH,100.0,29.6929,75.2394
2019-11-06,250,Sunam,Sangrur,Onion,3000.0,4000.0,3500,SUNAM,100.0,30.1248,75.8146
2019-11-06,1581,Zira,Firozpur,Medium,2800.0,3500.0,3200,ZIRA,100.0,30.5738,74.5901
2019-11-07,1589,Adampur,Jalandhar,Other,4500.0,5000.0,5000,ADAMPUR,100.0,31.4254,75.72
2019-11-07,1608,Banga,Shahid Bhagat Singh Nagar,Onion,3157.0,5000.0,5000,BANGA,100.0,31.1875,75.9828
2019-11-07,1606,Bariwala,Muktsar,Other,3800.0,3800.0,3800,BARIWALA,100.0,30.5292,74.6588
2019-11-07,629,Bathinda,Bathinda,Other,4000.0,5200.0,5000,BATHINDA,87.5,30.1962,74.9437
2019-11-07,1574,Bhucho,Bathinda,Other,2500.0,2700.0,2600,BHUCHO,100.0,30.2109,75.0942
2019-11-07,1751,Dera Bassi,Sahibzada Ajit Singh Nagar,Other,5000.0,5200.0,5100,DERA BASSI,100.0,30.6815,75.0867
2019-11-07,248,Dhuri,Sangrur,Other,3800.0,4400.0,4000,DHURI,100.0,30.37,75.87
2019-11-07,632,Faridkot,Faridkot,Onion,4000.0,5000.0,4500,FARIDKOT,100.0,30.6844,74.7555
2019-11-07,643,Giddarbaha,Muktsar,Onion,4000.0,5000.0,4500,GIDDARBAHA,90.0,30.2033,74.6611
2019-11-07,1591,Goraya,Jalandhar,Other,3000.0,3000.0,3000,GORAYA,100.0,31.128,75.5099
2019-11-07,626,Gurdaspur,Gurdaspur,Other,4000.0,5000.0,4500,GURDASPUR,100.0,32.05,75.4326
2019-11-07,235,Guru Har Sahai,Firozpur,Onion,4000.0,4500.0,4500,GURU HAR SAHAI,92.3076923076923,30.7128,74.3932
2019-11-07,636,Hoshiarpur,Hoshiarpur,Other,3000.0,4000.0,3500,HOSHIARPUR,95.23809523809524,31.5143,75.8951
2019-11-07,238,Jagraon,Ludhiana,Other,4500.0,5200.0,5000,JAGRAON,100.0,30.8047,75.4654
2019-11-07,1577,Jaitu,Faridkot,1st Sort,3500.0,4500.0,3500,JAITU,80.0,30.4606,74.8802
2019-11-07,230,Jalalabad,Firozpur,Other,2800.0,3000.0,2900,JALALABAD,94.11764705882352,30.6056,74.2492
2019-11-07,242,Malout,Muktsar,Onion,4000.0,5000.0,4450,MALOUT,100.0,30.201,74.4964
2019-11-07,1183,Mansa,Mansa,Nasik,3200.0,4000.0,3600,MANSA,100.0,29.9832,75.3825
2019-11-07,1575,Maur,Bathinda,Other,5000.0,5500.0,5200,MAUR,100.0,30.0747,75.2199
2019-11-07,240,Moga,Moga,Other,4000.0,4500.0,4200,MOGA,100.0,30.8285,75.1568
2019-11-07,637,Mukerian,Hoshiarpur,Onion,3000.0,3800.0,3500,MUKERIAN,100.0,31.9503,75.6181
2019-11-07,246,Nabha,Patiala,Other,3400.0,5600.0,4300,NABHA,100.0,30.3738,76.1394
2019-11-07,624,Patti,Tarn Taran,Other,3000.0,4000.0,3500,PATTI,100.0,31.2737,74.8493
2019-11-07,631,Raman,Bathinda,Other,3700.0,4200.0,4100,RAMAN,100.0,29.9602,74.9686
2019-11-07,1773,Rayya,Amritsar,Red,4500.0,4500.0,4500,RAYYA,100.0,31.5024,75.2142
2019-11-07,647,Ropar,Rupnagar,Other,4000.0,4500.0,4250,ROPAR,100.0,30.9505,76.5317
2019-11-07,1600,Sahnewal,Ludhiana,Onion,5000.0,5000.0,5000,SAHNEWAL,100.0,30.8526,75.9881
2019-11-07,639,Samrala,Ludhiana,Other,4000.0,4500.0,4200,SAMRALA,100.0,30.8269,76.186
2019-11-07,1759,Sangrur,Sangrur,Onion,4300.0,4300.0,4300,SANGRUR,100.0,30.2439,75.835
2019-11-07,1184,Sardulgarh,Mansa,Onion,5300.0,5800.0,5600,SARDULGARH,100.0,29.6929,75.2394
2019-11-07,250,Sunam,Sangrur,Onion,3000.0,4000.0,3500,SUNAM,100.0,30.1248,75.8146
2019-11-07,1581,Zira,Firozpur,Medium,2500.0,3500.0,3000,ZIRA,100.0,30.5738,74.5901
2019-11-08,1589,Adampur,Jalandhar,Other,4500.0,5000.0,5000,ADAMPUR,100.0,31.4254,75.72
2019-11-08,1608,Banga,Shahid Bhagat Singh Nagar,Onion,3706.0,5463.0,4300,BANGA,100.0,31.1875,75.9828
2019-11-08,1606,Bariwala,Muktsar,Other,3000.0,3000.0,3000,BARIWALA,100.0,30.5292,74.6588
2019-11-08,247,Barnala,Barnala,Other,3365.0,4500.0,3930,BARNALA,100.0,30.3732,75.5351
2019-11-08,629,Bathinda,Bathinda,Other,4500.0,5000.0,4700,BATHINDA,87.5,30.1962,74.9437
2019-11-08,1574,Bhucho,Bathinda,Other,2500.0,3000.0,2800,BHUCHO,100.0,30.2109,75.0942
2019-11-08,248,Dhuri,Sangrur,Other,3800.0,4400.0,4000,DHURI,100.0,30.37,75.87
2019-11-08,645,Dudhansadhan,Patiala,Other,5000.0,6500.0,6000,DUDHANSADHAN,91.66666666666666,30.1613,76.5249
2019-11-08,632,Faridkot,Faridkot,Onion,4000.0,5000.0,4500,FARIDKOT,100.0,30.6844,74.7555
2019-11-08,634,Firozepur City,Firozpur,Other,4400.0,4400.0,4400,FIROZEPUR CITY,92.85714285714286,30.9643,74.6262
2019-11-08,643,Giddarbaha,Muktsar,Onion,5000.0,6000.0,5500,GIDDARBAHA,90.0,30.2033,74.6611
2019-11-08,1180,Goniana,Bathinda,Other,4000.0,4200.0,4200,GONIANA,100.0,30.3185,74.9124
2019-11-08,1591,Goraya,Jalandhar,Other,3200.0,3200.0,3200,GORAYA,100.0,31.128,75.5099
2019-11-08,626,Gurdaspur,Gurdaspur,Other,3500.0,4000.0,3800,GURDASPUR,100.0,32.05,75.4326
2019-11-08,235,Guru Har Sahai,Firozpur,Onion,3500.0,4200.0,4000,GURU HAR SAHAI,92.3076923076923,30.7128,74.3932
2019-11-08,238,Jagraon,Ludhiana,Other,4200.0,5000.0,4600,JAGRAON,100.0,30.8047,75.4654
2019-11-08,1577,Jaitu,Faridkot,1st Sort,2100.0,4500.0,4500,JAITU,80.0,30.4606,74.8802
2019-11-08,230,Jalalabad,Firozpur,Other,3200.0,3600.0,3400,JALALABAD,94.11764705882352,30.6056,74.2492
2019-11-08,822,Lalru,Sahibzada Ajit Singh Nagar,Other,3400.0,5000.0,4500,LALRU,100.0,30.4898,76.8054
2019-11-08,1580,Makhu,Firozpur,Other,900.0,1000.0,950,MAKHU,100.0,31.1067,74.9767
2019-11-08,242,Malout,Muktsar,Onion,4000.0,4500.0,4250,MALOUT,100.0,30.201,74.4964
2019-11-08,1183,Mansa,Mansa,Nasik,3200.0,4000.0,3800,MANSA,100.0,29.9832,75.3825
2019-11-08,1575,Maur,Bathinda,Other,4800.0,5500.0,5000,MAUR,100.0,30.0747,75.2199
2019-11-08,240,Moga,Moga,Other,3500.0,5000.0,4000,MOGA,100.0,30.8285,75.1568
2019-11-08,637,Mukerian,Hoshiarpur,Onion,3000.0,3950.0,3600,MUKERIAN,100.0,31.9503,75.6181
2019-11-08,243,Patiala,Patiala,Onion,4000.0,5500.0,5000,PATIALA,100.0,30.2229,76.0863
2019-11-08,624,Patti,Tarn Taran,Other,3500.0,4000.0,3700,PATTI,100.0,31.2737,74.8493
2019-11-08,640,Phagwara,Kapurthala,Other,3600.0,4538.0,3713,PHAGWARA,100.0,31.2354,75.7756
2019-11-08,1610,Rajpura,Patiala,Local,3500.0,4500.0,4000,RAJPURA,100.0,30.4642,76.577
2019-11-08,631,Raman,Bathinda,Other,3700.0,4100.0,4000,RAMAN,100.0,29.9602,74.9686
2019-11-08,1773,Rayya,Amritsar,Red,4200.0,4200.0,4200,RAYYA,100.0,31.5024,75.2142
2019-11-08,647,Ropar,Rupnagar,Other,3000.0,4000.0,3500,ROPAR,100.0,30.9505,76.5317
2019-11-08,1600,Sahnewal,Ludhiana,Onion,5000.0,5000.0,5000,SAHNEWAL,100.0,30.8526,75.9881
2019-11-08,639,Samrala,Ludhiana,Other,4000.0,4500.0,4200,SAMRALA,100.0,30.8269,76.186
2019-11-08,250,Sunam,Sangrur,Onion,3000.0,4000.0,3500,SUNAM,100.0,30.1248,75.8146
2019-11-08,1581,Zira,Firozpur,Medium,4500.0,5500.0,5000,ZIRA,100.0,30.5738,74.5901
2019-11-09,1589,Adampur,Jalandhar,Other,4000.0,5000.0,5000,ADAMPUR,100.0,31.4254,75.72
2019-11-09,247,Barnala,Barnala,Other,2000.0,4800.0,3400,BARNALA,100.0,30.3732,75.5351
2019-11-09,629,Bathinda,Bathinda,Other,4500.0,5000.0,4700,BATHINDA,87.5,30.1962,74.9437
2019-11-09,1574,Bhucho,Bathinda,Other,2600.0,3000.0,2700,BHUCHO,100.0,30.2109,75.0942
2019-11-09,1586,Dasuya,Hoshiarpur,Other,3500.0,4000.0,4000,DASUYA,100.0,31.8056,75.6626
2019-11-09,1602,Dharamkot,Moga,Other,5000.0,5000.0,5000,DHARAMKOT,100.0,30.9381,75.2304
2019-11-09,1582,Dinanagar,Gurdaspur,Other,5000.0,5250.0,5200,DINANAGAR,100.0,32.1347,75.4567
2019-11-09,645,Dudhansadhan,Patiala,Other,3000.0,4500.0,4000,DUDHANSADHAN,91.66666666666666,30.1613,76.5249
2019-11-09,632,Faridkot,Faridkot,Onion,4000.0,5000.0,4500,FARIDKOT,100.0,30.6844,74.7555
2019-11-09,643,Giddarbaha,Muktsar,Onion,4500.0,5000.0,5000,GIDDARBAHA,90.0,30.2033,74.6611
2019-11-09,1180,Goniana,Bathinda,Other,3800.0,4000.0,4000,GONIANA,100.0,30.3185,74.9124
2019-11-09,1591,Goraya,Jalandhar,Other,3700.0,3700.0,3700,GORAYA,100.0,31.128,75.5099
2019-11-09,235,Guru Har Sahai,Firozpur,Onion,4000.0,4500.0,4500,GURU HAR SAHAI,92.3076923076923,30.7128,74.3932
2019-11-09,238,Jagraon,Ludhiana,Other,4500.0,5100.0,4800,JAGRAON,100.0,30.8047,75.4654
2019-11-09,230,Jalalabad,Firozpur,Other,3000.0,3500.0,3200,JALALABAD,94.11764705882352,30.6056,74.2492
2019-11-09,822,Lalru,Sahibzada Ajit Singh Nagar,Other,4000.0,4000.0,4000,LALRU,100.0,30.4898,76.8054
2019-11-09,242,Malout,Muktsar,Onion,3500.0,4500.0,3650,MALOUT,100.0,30.201,74.4964
2019-11-09,1183,Mansa,Mansa,Nasik,3100.0,3500.0,3300,MANSA,100.0,29.9832,75.3825
2019-11-09,1575,Maur,Bathinda,Other,5000.0,5800.0,5500,MAUR,100.0,30.0747,75.2199
2019-11-09,240,Moga,Moga,Other,3000.0,4000.0,3500,MOGA,100.0,30.8285,75.1568
2019-11-09,637,Mukerian,Hoshiarpur,Onion,3200.0,4000.0,3800,MUKERIAN,100.0,31.9503,75.6181
2019-11-09,246,Nabha,Patiala,Other,3000.0,4200.0,3500,NABHA,100.0,30.3738,76.1394
2019-11-09,243,Patiala,Patiala,Onion,4000.0,5500.0,5000,PATIALA,100.0,30.2229,76.0863
2019-11-09,624,Patti,Tarn Taran,Other,4000.0,4800.0,4200,PATTI,100.0,31.2737,74.8493
2019-11-09,1610,Rajpura,Patiala,Local,3700.0,4600.0,4150,RAJPURA,100.0,30.4642,76.577
2019-11-09,631,Raman,Bathinda,Other,3000.0,4000.0,3800,RAMAN,100.0,29.9602,74.9686
2019-11-09,1773,Rayya,Amritsar,Red,4500.0,4500.0,4500,RAYYA,100.0,31.5024,75.2142
2019-11-09,647,Ropar,Rupnagar,Other,3500.0,4500.0,4000,ROPAR,100.0,30.9505,76.5317
2019-11-09,639,Samrala,Ludhiana,Other,4000.0,4500.0,4200,SAMRALA,100.0,30.8269,76.186
2019-11-09,250,Sunam,Sangrur,Onion,3000.0,4000.0,3500,SUNAM,100.0,30.1248,75.8146
2019-11-09,1581,Zira,Firozpur,Medium,4500.0,5500.0,5000,ZIRA,100.0,30.5738,74.5901
2019-11-10,1602,Dharamkot,Moga,Other,5000.0,5000.0,5000,DHARAMKOT,100.0,30.9381,75.2304
2019-11-10,1584,Dhariwal,Gurdaspur,Other,3700.0,4000.0,3900,DHARIWAL,100.0,31.5497,75.2406
2019-11-10,248,Dhuri,Sangrur,Other,3800.0,4400.0,4000,DHURI,100.0,30.37,75.87
2019-11-10,645,Dudhansadhan,Patiala,Other,3000.0,4000.0,3500,DUDHANSADHAN,91.66666666666666,30.1613,76.5249
2019-11-10,1591,Goraya,Jalandhar,Other,3700.0,3700.0,3700,GORAYA,100.0,31.128,75.5099
2019-11-10,1577,Jaitu,Faridkot,1st Sort,4300.0,4300.0,4300,JAITU,80.0,30.4606,74.8802
2019-11-10,822,Lalru,Sahibzada Ajit Singh Nagar,Other,4000.0,5000.0,5000,LALRU,100.0,30.4898,76.8054
2019-11-10,1580,Makhu,Firozpur,Other,900.0,1000.0,950,MAKHU,100.0,31.1067,74.9767
2019-11-10,1183,Mansa,Mansa,Nasik,3200.0,3600.0,3400,MANSA,100.0,29.9832,75.3825
2019-11-10,246,Nabha,Patiala,Other,2800.0,4000.0,3400,NABHA,100.0,30.3738,76.1394
2019-11-10,631,Raman,Bathinda,Other,3500.0,4500.0,4200,RAMAN,100.0,29.9602,74.9686
2019-11-10,1759,Sangrur,Sangrur,Onion,4000.0,4200.0,4200,SANGRUR,100.0,30.2439,75.835
2019-11-10,250,Sunam,Sangrur,Onion,3000.0,4000.0,3500,SUNAM,100.0,30.1248,75.8146
2019-11-10,1581,Zira,Firozpur,Medium,4500.0,5500.0,5000,ZIRA,100.0,30.5738,74.5901
2019-11-11,1589,Adampur,Jalandhar,Other,4000.0,5000.0,5000,ADAMPUR,100.0,31.4254,75.72
2019-11-11,1608,Banga,Shahid Bhagat Singh Nagar,Onion,882.0,4000.0,3560,BANGA,100.0,31.1875,75.9828
2019-11-11,1606,Bariwala,Muktsar,Other,3000.0,3000.0,3000,BARIWALA,100.0,30.5292,74.6588
2019-11-11,1618,Bassi Pathana,Fatehgarh Sahib,Onion,6000.0,6500.0,6200,BASSI PATHANA,100.0,30.67,76.43
2019-11-11,629,Bathinda,Bathinda,Other,4000.0,5000.0,5000,BATHINDA,87.5,30.1962,74.9437
2019-11-11,1586,Dasuya,Hoshiarpur,Other,4000.0,4200.0,4200,DASUYA,100.0,31.8056,75.6626
2019-11-11,1751,Dera Bassi,Sahibzada Ajit Singh Nagar,Other,4000.0,5000.0,4500,DERA BASSI,100.0,30.6815,75.0867
2019-11-11,1584,Dhariwal,Gurdaspur,Other,3800.0,4000.0,3900,DHARIWAL,100.0,31.5497,75.2406
2019-11-11,248,Dhuri,Sangrur,Other,3500.0,4000.0,3800,DHURI,100.0,30.37,75.87
2019-11-11,645,Dudhansadhan,Patiala,Other,3500.0,4500.0,4000,DUDHANSADHAN,91.66666666666666,30.1613,76.5249
2019-11-11,632,Faridkot,Faridkot,Onion,4000.0,5000.0,4500,FARIDKOT,100.0,30.6844,74.7555
2019-11-11,634,Firozepur City,Firozpur,Other,4000.0,4200.0,4100,FIROZEPUR CITY,92.85714285714286,30.9643,74.6262
2019-11-11,643,Giddarbaha,Muktsar,Onion,5000.0,5600.0,5500,GIDDARBAHA,90.0,30.2033,74.6611
2019-11-11,1180,Goniana,Bathinda,Other,3800.0,4000.0,4000,GONIANA,100.0,30.3185,74.9124
2019-11-11,626,Gurdaspur,Gurdaspur,Other,4000.0,4500.0,4200,GURDASPUR,100.0,32.05,75.4326
2019-11-11,636,Hoshiarpur,Hoshiarpur,Other,4500.0,5600.0,5200,HOSHIARPUR,95.23809523809524,31.5143,75.8951
2019-11-11,238,Jagraon,Ludhiana,Other,4000.0,5000.0,4500,JAGRAON,100.0,30.8047,75.4654
2019-11-11,230,Jalalabad,Firozpur,Other,3000.0,3500.0,3200,JALALABAD,94.11764705882352,30.6056,74.2492
2019-11-11,1615,Khanauri,Sangrur,Other,3700.0,3900.0,3800,KHANAURI,100.0,29.8308,76.1125
2019-11-11,242,Malout,Muktsar,Onion,4200.0,5000.0,4500,MALOUT,100.0,30.201,74.4964
2019-11-11,1183,Mansa,Mansa,Nasik,4200.0,5000.0,4800,MANSA,100.0,29.9832,75.3825
2019-11-11,1575,Maur,Bathinda,Other,4800.0,5200.0,5000,MAUR,100.0,30.0747,75.2199
2019-11-11,240,Moga,Moga,Other,3000.0,4500.0,3500,MOGA,100.0,30.8285,75.1568
2019-11-11,637,Mukerian,Hoshiarpur,Onion,3000.0,4000.0,3600,MUKERIAN,100.0,31.9503,75.6181
2019-11-11,246,Nabha,Patiala,Other,3500.0,5600.0,4300,NABHA,100.0,30.3738,76.1394
2019-11-11,648,Nakodar,Jalandhar,Other,3500.0,3500.0,3500,NAKODAR,100.0,31.1231,75.4529
2019-11-11,243,Patiala,Patiala,Onion,4000.0,5500.0,5000,PATIALA,100.0,30.2229,76.0863
2019-11-11,244,Patran,Patiala,Other,1500.0,2000.0,1582,PATRAN,100.0,29.9499,76.0564
2019-11-11,624,Patti,Tarn Taran,Other,4400.0,4600.0,4500,PATTI,100.0,31.2737,74.8493
2019-11-11,1610,Rajpura,Patiala,Local,3500.0,3600.0,3550,RAJPURA,100.0,30.4642,76.577
2019-11-11,631,Raman,Bathinda,Other,3400.0,4500.0,4000,RAMAN,100.0,29.9602,74.9686
2019-11-11,1773,Rayya,Amritsar,Red,4300.0,4300.0,4300,RAYYA,100.0,31.5024,75.2142
2019-11-11,647,Ropar,Rupnagar,Other,4000.0,5000.0,4500,ROPAR,100.0,30.9505,76.5317
2019-11-11,1759,Sangrur,Sangrur,Onion,4000.0,4200.0,4200,SANGRUR,100.0,30.2439,75.835
2019-11-11,250,Sunam,Sangrur,Onion,3000.0,4000.0,3500,SUNAM,100.0,30.1248,75.8146
2019-11-11,1581,Zira,Firozpur,Medium,4500.0,5500.0,5000,ZIRA,100.0,30.5738,74.5901
2019-11-12,1589,Adampur,Jalandhar,Other,4500.0,5000.0,5000,ADAMPUR,100.0,31.4254,75.72
2019-11-12,1608,Banga,Shahid Bhagat Singh Nagar,Onion,3516.0,4848.0,4112,BANGA,100.0,31.1875,75.9828
2019-11-12,1606,Bariwala,Muktsar,Other,3000.0,3000.0,3000,BARIWALA,100.0,30.5292,74.6588
2019-11-12,1618,Bassi Pathana,Fatehgarh Sahib,Onion,6000.0,6500.0,6200,BASSI PATHANA,100.0,30.67,76.43
2019-11-12,629,Bathinda,Bathinda,Other,4000.0,5200.0,4500,BATHINDA,87.5,30.1962,74.9437
2019-11-12,1574,Bhucho,Bathinda,Other,2500.0,2800.0,2700,BHUCHO,100.0,30.2109,75.0942
2019-11-12,1751,Dera Bassi,Sahibzada Ajit Singh Nagar,Other,4000.0,5000.0,4500,DERA BASSI,100.0,30.6815,75.0867
2019-11-12,1602,Dharamkot,Moga,Other,5000.0,5000.0,5000,DHARAMKOT,100.0,30.9381,75.2304
2019-11-12,1584,Dhariwal,Gurdaspur,Other,3700.0,4000.0,3900,DHARIWAL,100.0,31.5497,75.2406
2019-11-12,248,Dhuri,Sangrur,Other,3500.0,3900.0,3800,DHURI,100.0,30.37,75.87
2019-11-12,645,Dudhansadhan,Patiala,Other,4000.0,4500.0,4300,DUDHANSADHAN,91.66666666666666,30.1613,76.5249
2019-11-12,632,Faridkot,Faridkot,Onion,4500.0,5300.0,5000,FARIDKOT,100.0,30.6844,74.7555
2019-11-12,634,Firozepur City,Firozpur,Other,3600.0,5000.0,4300,FIROZEPUR CITY,92.85714285714286,30.9643,74.6262
2019-11-12,643,Giddarbaha,Muktsar,Nasik,5000.0,5500.0,5200,GIDDARBAHA,90.0,30.2033,74.6611
2019-11-12,626,Gurdaspur,Gurdaspur,Other,4000.0,4500.0,4200,GURDASPUR,100.0,32.05,75.4326
2019-11-12,238,Jagraon,Ludhiana,Other,4800.0,5300.0,5000,JAGRAON,100.0,30.8047,75.4654
2019-11-12,230,Jalalabad,Firozpur,Other,3300.0,3500.0,3400,JALALABAD,94.11764705882352,30.6056,74.2492
2019-11-12,1615,Khanauri,Sangrur,Other,3800.0,4000.0,3900,KHANAURI,100.0,29.8308,76.1125
2019-11-12,822,Lalru,Sahibzada Ajit Singh Nagar,Other,3500.0,4000.0,4000,LALRU,100.0,30.4898,76.8054
2019-11-12,1580,Makhu,Firozpur,Other,900.0,1000.0,950,MAKHU,100.0,31.1067,74.9767
2019-11-12,242,Malout,Muktsar,Onion,4200.0,5000.0,4450,MALOUT,100.0,30.201,74.4964
2019-11-12,1183,Mansa,Mansa,Nasik,4200.0,5000.0,4600,MANSA,100.0,29.9832,75.3825
2019-11-12,1575,Maur,Bathinda,Other,4700.0,5000.0,4800,MAUR,100.0,30.0747,75.2199
2019-11-12,637,Mukerian,Hoshiarpur,Onion,3000.0,4000.0,3600,MUKERIAN,100.0,31.9503,75.6181
2019-11-12,246,Nabha,Patiala,Other,2800.0,4000.0,3300,NABHA,100.0,30.3738,76.1394
2019-11-12,648,Nakodar,Jalandhar,Other,3400.0,3400.0,3400,NAKODAR,100.0,31.1231,75.4529
2019-11-12,243,Patiala,Patiala,Onion,4000.0,5500.0,5000,PATIALA,100.0,30.2229,76.0863
2019-11-12,624,Patti,Tarn Taran,Other,4000.0,4600.0,4200,PATTI,100.0,31.2737,74.8493
2019-11-12,631,Raman,Bathinda,Other,3800.0,4500.0,4400,RAMAN,100.0,29.9602,74.9686
2019-11-12,1773,Rayya,Amritsar,Red,4000.0,4000.0,4000,RAYYA,100.0,31.5024,75.2142
2019-11-12,1759,Sangrur,Sangrur,Onion,4800.0,5000.0,5000,SANGRUR,100.0,30.2439,75.835
2019-11-12,250,Sunam,Sangrur,Onion,3000.0,4000.0,3500,SUNAM,100.0,30.1248,75.8146
2019-11-12,1581,Zira,Firozpur,Medium,4000.0,5000.0,4500,ZIRA,100.0,30.5738,74.5901
2019-11-13,1608,Banga,Shahid Bhagat Singh Nagar,Onion,4000.0,4746.0,4058,BANGA,100.0,31.1875,75.9828
2019-11-13,1606,Bariwala,Muktsar,Other,3500.0,3500.0,3500,BARIWALA,100.0,30.5292,74.6588
2019-11-13,247,Barnala,Barnala,Other,3800.0,5089.0,4444,BARNALA,100.0,30.3732,75.5351
2019-11-13,1618,Bassi Pathana,Fatehgarh Sahib,Onion,6000.0,7000.0,6500,BASSI PATHANA,100.0,30.67,76.43
2019-11-13,629,Bathinda,Bathinda,Other,4000.0,5200.0,4500,BATHINDA,87.5,30.1962,74.9437
2019-11-13,1751,Dera Bassi,Sahibzada Ajit Singh Nagar,Other,4000.0,5000.0,4500,DERA BASSI,100.0,30.6815,75.0867
2019-11-13,1602,Dharamkot,Moga,Other,5000.0,5000.0,5000,DHARAMKOT,100.0,30.9381,75.2304
