t,cmdty,market_id,market_name,state_id,state_name,district_id,district_name,variety,p_min,p_max,p_modal
"2024-01-01","Onion","1598","Machhiwara","3","Punjab","41","Ludhiana","Other","2000","2200","2100"
"2024-01-01","Onion","227","Tarantaran","3","Punjab","50","Tarn Taran","Other","2000","2200","2100"
"2024-01-01","Onion","244","Patran","3","Punjab","48","Patiala","Other","800","1500","1320"
"2024-01-01","Onion","640","Phagwara","3","Punjab","36","Kapurthala","Other","2000","2522","2111"
"2024-01-01","Onion","1581","Zira","3","Punjab","43","Firozpur","Local","2500","2700","2600"
"2024-01-01","Onion","238","Jagraon","3","Punjab","41","Ludhiana","Other","1700","1900","1850"
"2024-01-01","Onion","645","Dudhansadhan","3","Punjab","48","Patiala","Other","2800","3000","2900"
"2024-01-01","Onion","229","Fazilka","3","Punjab","43","Firozpur","Other","2500","3500","3000"
"2024-01-01","Onion","639","Samrala","3","Punjab","41","Ludhiana","Other","1500","2000","1800"
"2024-01-01","Onion","631","Raman","3","Punjab","46","Bathinda","Other","1900","2070","2010"
"2024-01-01","Onion","1597","Ludhiana","3","Punjab","41","Ludhiana","Other","700","2100","1500"
"2024-01-01","Onion","822","Lalru","3","Punjab","52","Sahibzada Ajit Singh Nagar","Other","1500","2500","2000"
"2024-01-01","Onion","246","Nabha","3","Punjab","48","Patiala","Other","1200","2000","1500"
"2024-01-01","Onion","1733","Talwandi Sabo","3","Punjab","46","Bathinda","Other","1600","2000","1800"
"2024-01-01","Onion","643","Giddarbaha","3","Punjab","44","Muktsar","Onion","2800","3200","3000"
"2024-01-01","Onion","1773","Rayya","3","Punjab","49","Amritsar","Red","3700","3700","3700"
"2024-01-01","Onion","1587","Garh Shankar","3","Punjab","38","Hoshiarpur","Other","1500","2000","1800"
"2024-01-01","Onion","1751","Dera Bassi","3","Punjab","52","Sahibzada Ajit Singh Nagar","Other","2000","2100","2100"
"2024-01-01","Onion","251","Bhawanigarh","3","Punjab","53","Sangrur","Other","1400","2000","1700"
"2024-01-01","Onion","3106","Garh Shankar(Mahalpur)","3","Punjab","38","Hoshiarpur","Onion","1500","2000","1700"
"2024-01-01","Onion","1181","Sirhind","3","Punjab","40","Fatehgarh Sahib","Other","2000","2500","2000"
"2024-01-01","Onion","1606","Bariwala","3","Punjab","44","Muktsar","Other","1600","1600","1600"
"2024-01-01","Onion","624","Patti","3","Punjab","50","Tarn Taran","Other","2000","2400","2200"
"2024-01-01","Onion","247","Barnala","3","Punjab","54","Barnala","Other","1200","2000","1583"
"2024-01-01","Onion","2883","Amritsar(Amritsar Mewa Mandi)","3","Punjab","49","Amritsar","Onion","900","2000","1200"
"2024-01-01","Onion","240","Moga","3","Punjab","42","Moga","Other","1800","2200","2000"
